time,v,bsoc,i
19309800,114571,34607,6700
19310300,114568,34607,6702
19310800,114566,34608,6702
19311300,114565,34609,6701
19311800,114564,34610,6700
19312300,114562,34611,6698
19312800,114561,34612,6701
19313300,114559,34613,6698
19313800,114558,34614,6702
19314300,114554,34615,6701
19314800,114554,34616,6698
19315300,114552,34617,6699
19315800,114550,34618,6699
19316300,114549,34619,6697
19316800,114548,34620,6700
19317300,114547,34620,6701
19317800,114545,34621,6702
19318300,114543,34622,6706
19318800,114542,34623,6702
19319300,114540,34624,6699
19319800,114539,34625,6700
19320300,114538,34626,6698
19320800,114537,34627,6700
19321300,114534,34628,6701
19321800,114533,34629,6701
19322300,114531,34630,6699
19322800,114529,34631,6700
19323300,114530,34632,6701
19323800,114527,34633,6698
19324300,114524,34633,6700
19324800,114523,34634,6706
19325300,114520,34635,6704
19325800,114520,34636,6700
19326300,114518,34637,6697
19326800,114517,34638,6696
19327300,114515,34639,6695
19327800,114515,34640,6694
19328300,114514,34641,6699
19328800,114511,34642,6700
19329300,114508,34643,6700
19329800,114509,34644,6699
19330300,114508,34645,6702
19330800,114504,34646,6704
19331300,114503,34647,6704
19331800,114505,34647,6706
19332300,114502,34648,6703
19332800,114500,34649,6701
19333300,114500,34650,6702
19333800,114498,34651,6698
19334300,114497,34652,6698
19334800,114495,34653,6703
19335300,114494,34654,6703
19335800,114494,34655,6703
19336300,114492,34656,6704
19336800,114489,34657,6707
19337300,114487,34658,6700
19337800,114484,34659,6704
19338300,114483,34660,6705
19338800,114483,34660,6707
19339300,114481,34661,6705
19339800,114479,34662,6708
19340300,114477,34663,6705
19340800,114475,34664,6703
19341300,114474,34665,6706
19341800,114474,34666,6705
19342300,114473,34667,6708
19342800,114472,34668,6705
19343300,114471,34669,6705
19343800,114469,34670,6705
19344300,114466,34671,6703
19344800,114467,34672,6703
19345300,114464,34673,6708
19345800,114463,34673,6705
19346300,114460,34674,6702
19346800,114458,34675,6703
19347300,114458,34676,6704
19347800,114453,34677,6705
19348300,114454,34678,6701
19348800,114452,34679,6700
19349300,114451,34680,6699
19349800,114449,34681,6695
19350300,114448,34682,6700
19350800,114445,34683,6702
19351300,114446,34684,6700
19351800,114444,34685,6700
19352300,114444,34686,6701
19352800,114441,34687,6701
19353300,114440,34687,6699
19353800,114437,34688,6702
19354300,114437,34689,6699
19354800,114434,34690,6702
19355300,114432,34691,6704
19355800,114432,34692,6704
19356300,114432,34693,6701
19356800,114429,34694,6707
19357300,114429,34695,6704
19357800,114426,34696,6700
19358300,114426,34697,6704
19358800,114424,34698,6701
19359300,114420,34699,6708
19359800,114419,34700,6701
19360300,114418,34700,6701
19360800,114418,34701,6697
19361300,114416,34702,6698
19361800,114414,34703,6705
19362300,114412,34704,6703
19362800,114411,34705,6704
19363300,114409,34706,6705
19363800,114407,34707,6704
19364300,114405,34708,6707
19364800,114405,34709,6703
19365300,114403,34710,6704
19365800,114402,34711,6700
19366300,114402,34712,6701
19366800,114396,34713,6700
19367300,114397,34713,6703
19367800,114395,34714,6705
19368300,114394,34715,6704
19368800,114393,34716,6700
19369300,114391,34717,6703
19369800,114390,34718,6703
19370300,114385,34719,6703
19370800,114386,34720,6707
19371300,114382,34721,6705
19371800,114388,34722,6704
19372300,114382,34723,6703
19372800,114380,34724,6707
19373300,114377,34725,6702
19373800,114376,34726,6706
19374300,114376,34727,6701
19374800,114374,34727,6697
19375300,114372,34728,6703
19375800,114371,34729,6705
19376300,114368,34730,6702
19376800,114367,34731,6701
19377300,114365,34732,6707
19377800,114364,34733,6702
19378300,114362,34734,6703
19378800,114360,34735,6701
19379300,114359,34736,6705
19379800,114357,34737,6701
19380300,114356,34738,6701
19380800,114355,34739,6703
19381300,114352,34740,6700
19381800,114351,34740,6699
19382300,114351,34741,6700
19382800,114348,34742,6700
19383300,114350,34743,6699
19383800,114346,34744,6698
19384300,114344,34745,6696
19384800,114344,34746,6697
19385300,114343,34747,6704
19385800,114341,34748,6700
19386300,114339,34749,6698
19386800,114337,34750,6698
19387300,114337,34751,6698
19387800,114335,34752,6697
19388300,114333,34753,6696
19388800,114333,34753,6697
19389300,114330,34754,6697
19389800,114330,34755,6700
19390300,114329,34756,6696
19390800,114325,34757,6698
19391300,114324,34758,6699
19391800,114322,34759,6697
19392300,114321,34760,6697
19392800,114321,34761,6693
19393300,114318,34762,6700
19393800,114316,34763,6697
19394300,114313,34764,6697
19394800,114311,34765,6700
19395300,114311,34766,6702
19395800,114312,34767,6700
19396300,114311,34767,6698
19396800,114310,34768,6695
19397300,114306,34769,6696
19397800,114306,34770,6696
19398300,114304,34771,6698
19398800,114303,34772,6699
19399300,114302,34773,6698
19399800,114299,34774,6696
19400300,114297,34775,6695
19400800,114296,34776,6699
19401300,114294,34777,6696
19401800,114293,34778,6698
19402300,114292,34779,6699
19402800,114289,34780,6696
19403300,114289,34780,6698
19403800,114287,34781,6698
19404300,114286,34782,6700
19404800,114283,34783,6702
19405300,114283,34784,6701
19405800,114280,34785,6698
19406300,114278,34786,6698
19406800,114278,34787,6702
19407300,114275,34788,6699
19407800,114274,34789,6695
19408300,114274,34790,6698
19408800,114272,34791,6699
19409300,114271,34792,6702
19409800,114268,34793,6697
19410300,114270,34793,6697
19410800,114266,34794,6699
19411300,114263,34795,6696
19411800,114263,34796,6699
19412300,114261,34797,6695
19412800,114259,34798,6694
19413300,114255,34799,6696
19413800,114254,34800,6697
19414300,114253,34801,6700
19414800,114250,34802,6698
19415300,114250,34803,6699
19415800,114250,34804,6698
19416300,114248,34805,6700
19416800,114249,34806,6702
19417300,114246,34806,6700
19417800,114245,34807,6700
19418300,114242,34808,6699
19418800,114242,34809,6695
19419300,114238,34810,6699
19419800,114236,34811,6701
19420300,114237,34812,6700
19420800,114235,34813,6705
19421300,114232,34814,6701
19421800,114231,34815,6702
19422300,114228,34816,6705
19422800,114228,34817,6701
19423300,114225,34818,6700
19423800,114223,34819,6705
19424300,114223,34819,6702
19424800,114220,34820,6698
19425300,114220,34821,6698
19425800,114218,34822,6700
19426300,114218,34823,6696
19426800,114217,34824,6698
19427300,114216,34825,6702
19427800,114214,34826,6703
19428300,114214,34827,6702
19428800,114212,34828,6700
19429300,114212,34829,6703
19429800,114209,34830,6700
19430300,114204,34831,6704
19430800,114203,34832,6697
19431300,114202,34833,6695
19431800,114200,34833,6699
19432300,114200,34834,6697
19432800,114199,34835,6699
19433300,114197,34836,6700
19433800,114195,34837,6702
19434300,114195,34838,6701
19434800,114196,34839,6698
19435300,114191,34840,6701
19435800,114190,34841,6696
19436300,114188,34842,6700
19436800,114187,34843,6698
19437300,114185,34844,6695
19437800,114183,34845,6699
19438300,114182,34846,6698
19438800,114180,34846,6694
19439300,114178,34847,6696
19439800,114176,34848,6697
19440300,114175,34849,6698
19440800,114173,34850,6698
19441300,114171,34851,6700
19441800,114171,34852,6695
19442300,114171,34853,6692
19442800,114170,34854,6692
19443300,114169,34855,6694
19443800,114167,34856,6696
19444300,114166,34857,6696
19444800,114164,34858,6696
19445300,114163,34859,6695
19445800,114160,34859,6695
19446300,114158,34860,6695
19446800,114157,34861,6696
19447300,114154,34862,6694
19447800,114152,34863,6696
19448300,114152,34864,6691
19448800,114150,34865,6695
19449300,114148,34866,6694
19449800,114148,34867,6694
19450300,114145,34868,6697
19450800,114144,34869,6696
19451300,114143,34870,6699
19451800,114139,34871,6698
19452300,114138,34872,6699
19452800,114136,34872,6700
19453300,114136,34873,6695
19453800,114134,34874,6695
19454300,114133,34875,6700
19454800,114131,34876,6695
19455300,114128,34877,6700
19455800,114128,34878,6699
19456300,114125,34879,6697
19456800,114125,34880,6693
19457300,114123,34881,6698
19457800,114122,34882,6696
19458301,114122,34883,6697
19458801,114120,34884,6692
19459302,114118,34885,6698
19459802,114117,34885,6696
19460303,114116,34886,6697
19460803,114112,34887,6697
19461304,114110,34888,6697
19461804,114109,34889,6699
19462305,114108,34890,6695
19462805,114107,34891,6697
19463306,114103,34892,6698
19463806,114102,34893,6700
19464307,114101,34894,6694
19464807,114100,34895,6698
19465308,114099,34896,6697
19465808,114097,34897,6694
19466309,114097,34898,6697
19466809,114096,34899,6694
19467310,114094,34899,6699
19467810,114090,34900,6698
19468311,114088,34901,6696
19468811,114088,34902,6700
19469312,114089,34903,6700
19469812,114088,34904,6698
19470313,114084,34905,6696
19470813,114085,34906,6697
19471314,114080,34907,6697
19471814,114078,34908,6698
19472315,114077,34909,6697
19472815,114077,34910,6700
19473316,114075,34911,6696
19473816,114073,34912,6694
19474317,114073,34912,6697
19474817,114071,34913,6694
19475318,114069,34914,6698
19475818,114068,34915,6695
19476319,114065,34916,6695
19476819,114066,34917,6693
19477320,114063,34918,6698
19477820,114063,34919,6697
19478321,114060,34920,6696
19478821,114060,34921,6695
19479322,114057,34922,6695
19479822,114057,34923,6695
19480323,114054,34924,6695
19480823,114053,34925,6695
19481324,114052,34925,6693
19481824,114048,34926,6694
19482325,114050,34927,6694
19482825,114046,34928,6699
19483326,114044,34929,6699
19483826,114043,34930,6698
19484327,114044,34931,6697
19484827,114041,34932,6700
19485328,114040,34933,6696
19485828,114040,34934,6696
19486329,114038,34935,6699
19486829,114035,34936,6695
19487330,114035,34937,6695
19487830,114033,34938,6697
19488331,114030,34938,6697
19488831,114027,34939,6696
19489332,114028,34940,6698
19489832,114023,34941,6695
19490333,114025,34942,6695
19490833,114023,34943,6694
19491334,114021,34944,6694
19491834,114021,34945,6695
19492335,114017,34946,6694
19492835,114016,34947,6695
19493335,114016,34948,6698
19493835,114013,34949,6698
19494335,114012,34950,6695
19494835,114010,34951,6695
19495335,114010,34951,6696
19495835,114007,34952,6698
19496335,114007,34953,6696
19496835,114003,34954,6697
19497335,114004,34955,6697
19497835,114000,34956,6698
19498335,114001,34957,6698
19498835,113998,34958,6699
19499335,113996,34959,6696
19499835,113996,34960,6694
19500335,113994,34961,6700
19500835,113990,34962,6696
19501335,113990,34963,6697
19501835,113987,34964,6697
19502335,113986,34964,6699
19502835,113985,34965,6696
19503335,113983,34966,6696
19503835,113980,34967,6697
19504335,113979,34968,6696
19504835,113980,34969,6701
19505335,113977,34970,6693
19505835,113975,34971,6700
19506335,113975,34972,6697
19506835,113976,34973,6696
19507335,113973,34974,6695
19507835,113971,34975,6698
19508335,113969,34976,6700
19508835,113968,34977,6698
19509335,113966,34977,6698
19509835,113964,34978,6694
19510335,113963,34979,6698
19510835,113961,34980,6700
19511335,113960,34981,6696
19511835,113958,34982,6698
19512335,113957,34983,6698
19512835,113954,34984,6698
19513335,113953,34985,6697
19513835,113952,34986,6697
19514335,113951,34987,6699
19514835,113949,34988,6701
19515335,113946,34989,6696
19515835,113945,34990,6697
19516335,113943,34991,6700
19516835,113940,34991,6694
19517335,113937,34992,6697
19517835,113939,34993,6698
19518335,113936,34994,6697
19518835,113936,34995,6698
19519335,113933,34996,6701
19519835,113932,34997,6697
19520335,113931,34998,6698
19520835,113931,34999,6701
19521335,113928,35000,6701
19521835,113929,35001,6701
19522335,113925,35002,6701
19522835,113924,35003,6699
19523335,113924,35004,6703
19523835,113921,35004,6701
19524335,113920,35005,6701
19524835,113917,35006,6701
19525335,113916,35007,6702
19525835,113917,35008,6702
19526335,113914,35009,6701
19526835,113912,35010,6700
19527335,113910,35011,6702
19527835,113908,35012,6699
19528335,113906,35013,6701
19528835,113906,35014,6695
19529335,113903,35015,6695
19529835,113904,35016,6700
19530335,113902,35017,6696
19530835,113901,35017,6698
19531335,113898,35018,6697
19531835,113896,35019,6695
19532335,113896,35020,6694
19532835,113891,35021,6693
19533335,113890,35022,6692
19533835,113890,35023,6696
19534335,113888,35024,6697
19534835,113887,35025,6694
19535335,113885,35026,6690
19535835,113884,35027,6697
19536335,113881,35028,6694
19536835,113880,35029,6697
19537335,113880,35030,6696
19537835,113877,35030,6695
19538335,113876,35031,6696
19538835,113874,35032,6697
19539335,113872,35033,6696
19539835,113871,35034,6700
19540335,113869,35035,6701
19540835,113867,35036,6702
19541335,113865,35037,6697
19541835,113863,35038,6701
19542335,113865,35039,6703
19542835,113862,35040,6702
19543335,113860,35041,6700
19543835,113859,35042,6701
19544335,113859,35043,6699
19544835,113855,35043,6701
19545335,113855,35044,6698
19545835,113853,35045,6701
19546335,113851,35046,6696
19546835,113848,35047,6695
19547335,113848,35048,6699
19547835,113847,35049,6700
19548335,113846,35050,6698
19548835,113843,35051,6696
19549335,113843,35052,6698
19549835,113841,35053,6699
19550335,113840,35054,6699
19550835,113838,35055,6695
19551335,113836,35056,6694
19551835,113836,35057,6698
19552335,113835,35057,6698
19552835,113832,35058,6701
19553335,113830,35059,6694
19553835,113829,35060,6693
19554335,113827,35061,6694
19554835,113827,35062,6693
19555335,113824,35063,6695
19555835,113822,35064,6697
19556335,113822,35065,6696
19556835,113819,35066,6696
19557335,113819,35067,6697
19557835,113816,35068,6695
19558335,113815,35069,6695
19558835,113815,35070,6695
19559335,113813,35070,6691
19559835,113809,35071,6695
19560335,113810,35072,6696
19560835,113809,35073,6699
19561335,113808,35074,6700
19561835,113806,35075,6698
19562335,113805,35076,6697
19562835,113801,35077,6694
19563335,113802,35078,6696
19563835,113799,35079,6697
19564335,113797,35080,6698
19564835,113795,35081,6697
19565335,113793,35082,6695
19565835,113793,35083,6697
19566335,113790,35083,6694
19566835,113788,35084,6700
19567335,113789,35085,6697
19567835,113786,35086,6695
19568335,113786,35087,6695
19568835,113784,35088,6695
19569335,113782,35089,6695
19569835,113782,35090,6699
19570335,113781,35091,6699
19570835,113777,35092,6695
19571335,113776,35093,6698
19571835,113775,35094,6694
19572335,113773,35095,6696
19572835,113770,35095,6690
19573335,113770,35096,6689
19573835,113768,35097,6687
19574335,113766,35098,6694
19574835,113765,35099,6692
19575335,113764,35100,6694
19575835,113762,35101,6694
19576335,113762,35102,6694
19576835,113761,35103,6690
19577335,113758,35104,6694
19577835,113757,35105,6693
19578335,113755,35106,6697
19578835,113753,35107,6691
19579335,113752,35108,6695
19579835,113750,35109,6696
19580335,113749,35109,6698
19580835,113747,35110,6695
19581335,113744,35111,6696
19581835,113745,35112,6694
19582335,113744,35113,6696
19582835,113740,35114,6694
19583335,113739,35115,6696
19583835,113737,35116,6699
19584335,113736,35117,6695
19584835,113736,35118,6698
19585335,113734,35119,6695
19585835,113731,35120,6694
19586335,113730,35121,6699
19586835,113728,35122,6694
19587335,113727,35122,6696
19587835,113725,35123,6694
19588335,113724,35124,6695
19588835,113721,35125,6699
19589335,113720,35126,6694
19589835,113720,35127,6699
19590335,113718,35128,6696
19590835,113718,35129,6697
19591335,113715,35130,6696
19591835,113712,35131,6698
19592335,113712,35132,6694
19592835,113709,35133,6694
19593335,113709,35134,6698
19593835,113708,35134,6700
19594335,113704,35135,6699
19594835,113705,35136,6697
19595335,113703,35137,6697
19595835,113701,35138,6694
19596335,113698,35139,6693
19596835,113696,35140,6697
19597335,113695,35141,6694
19597835,113694,35142,6696
19598335,113693,35143,6699
19598835,113692,35144,6691
19599335,113690,35145,6691
19599835,113688,35146,6690
19600335,113687,35146,6697
19600835,113685,35147,6694
19601335,113683,35148,6693
19601835,113683,35149,6696
19602335,113681,35150,6692
19602835,113680,35151,6697
19603335,113678,35152,6694
19603835,113675,35153,6701
19604335,113675,35154,6700
19604835,113673,35155,6695
19605335,113670,35156,6700
19605835,113668,35157,6699
19606335,113668,35158,6697
19606835,113667,35159,6701
19607335,113664,35159,6693
19607835,113667,35160,6697
19608335,113664,35161,6697
19608835,113660,35162,6700
19609335,113659,35163,6694
19609835,113656,35164,6694
19610335,113655,35165,6696
19610835,113653,35166,6696
19611335,113652,35167,6694
19611835,113651,35168,6699
19612335,113651,35169,6699
19612835,113647,35170,6698
19613335,113647,35171,6697
19613835,113644,35172,6699
19614335,113643,35172,6703
19614835,113643,35173,6694
19615335,113641,35174,6696
19615835,113641,35175,6700
19616335,113639,35176,6698
19616835,113637,35177,6697
19617335,113635,35178,6700
19617835,113634,35179,6699
19618335,113634,35180,6695
19618835,113628,35181,6698
19619335,113629,35182,6699
19619835,113626,35183,6696
19620335,113625,35184,6698
19620835,113623,35185,6701
19621335,113622,35185,6697
19621835,113619,35186,6698
19622335,113619,35187,6697
19622835,113618,35188,6699
19623335,113616,35189,6697
19623835,113615,35190,6698
19624335,113613,35191,6698
19624835,113613,35192,6697
19625335,113609,35193,6698
19625835,113610,35194,6699
19626335,113608,35195,6700
19626835,113606,35196,6701
19627335,113603,35197,6698
19627835,113600,35198,6700
19628335,113599,35199,6700
19628835,113599,35199,6698
19629335,113595,35200,6701
19629835,113594,35201,6702
19630335,113592,35202,6701
19630835,113592,35203,6699
19631335,113592,35204,6698
19631835,113590,35205,6697
19632335,113589,35206,6697
19632835,113587,35207,6700
19633335,113586,35208,6696
19633835,113582,35209,6694
19634335,113581,35210,6697
19634835,113582,35211,6701
19635335,113580,35212,6697
19635835,113578,35212,6697
19636335,113577,35213,6696
19636835,113575,35214,6699
19637335,113573,35215,6698
19637835,113572,35216,6698
19638335,113569,35217,6698
19638835,113567,35218,6695
19639335,113568,35219,6698
19639835,113566,35220,6698
19640335,113563,35221,6699
19640835,113563,35222,6701
19641335,113562,35223,6702
19641835,113561,35224,6697
19642335,113558,35225,6695
19642835,113558,35225,6696
19643335,113555,35226,6696
19643835,113552,35227,6698
19644335,113551,35228,6696
19644835,113548,35229,6698
19645335,113546,35230,6697
19645835,113547,35231,6699
19646335,113544,35232,6697
19646835,113542,35233,6698
19647335,113540,35234,6698
19647835,113539,35235,6699
19648335,113537,35236,6703
19648835,113536,35237,6699
19649335,113534,35238,6697
19649835,113532,35238,6698
19650335,113533,35239,6701
19650835,113530,35240,6696
19651335,113528,35241,6704
19651835,113528,35242,6698
19652335,113526,35243,6698
19652835,113526,35244,6696
19653335,113523,35245,6697
19653835,113521,35246,6696
19654335,113520,35247,6695
19654835,113520,35248,6695
19655335,113517,35249,6695
19655835,113514,35250,6692
19656335,113516,35251,6698
19656835,113514,35251,6700
19657335,113513,35252,6697
19657835,113511,35253,6694
19658335,113506,35254,6696
19658835,113506,35255,6698
19659335,113505,35256,6699
19659835,113502,35257,6696
19660335,113500,35258,6696
19660835,113499,35259,6696
19661335,113498,35260,6694
19661835,113496,35261,6691
19662335,113495,35262,6694
19662835,113494,35263,6698
19663335,113494,35264,6691
19663835,113490,35264,6700
19664335,113487,35265,6694
19664835,113488,35266,6697
19665335,113486,35267,6697
19665835,113486,35268,6698
19666335,113482,35269,6697
19666835,113484,35270,6699
19667335,113482,35271,6694
19667835,113480,35272,6698
19668335,113477,35273,6698
19668835,113476,35274,6697
19669335,113475,35275,6695
19669835,113473,35276,6697
19670335,113471,35277,6697
19670835,113468,35278,6695
19671335,113467,35278,6692
19671835,113465,35279,6697
19672335,113463,35280,6700
19672835,113460,35281,6698
19673335,113463,35282,6694
19673835,113461,35283,6695
19674335,113460,35284,6697
19674835,113458,35285,6699
19675335,113453,35286,6698
19675835,113453,35287,6700
19676335,113452,35288,6701
19676835,113451,35289,6702
19677335,113448,35290,6695
19677835,113447,35291,6700
19678335,113445,35291,6704
19678835,113446,35292,6698
19679335,113443,35293,6696
19679835,113441,35294,6694
19680335,113439,35295,6696
19680835,113436,35296,6698
19681335,113438,35297,6696
19681835,113436,35298,6695
19682335,113432,35299,6697
19682835,113432,35300,6699
19683335,113430,35301,6698
19683835,113426,35302,6697
19684335,113426,35303,6695
19684835,113425,35304,6695
19685335,113425,35304,6697
19685835,113422,35305,6698
19686335,113422,35306,6696
19686835,113421,35307,6700
19687335,113419,35308,6701
19687835,113418,35309,6702
19688335,113416,35310,6697
19688835,113414,35311,6698
19689335,113412,35312,6699
19689835,113411,35313,6694
19690335,113408,35314,6699
19690835,113408,35315,6697
19691335,113405,35316,6696
19691835,113403,35317,6697
19692335,113402,35317,6700
19692835,113398,35318,6698
19693335,113398,35319,6697
19693835,113395,35320,6699
19694335,113393,35321,6701
19694835,113394,35322,6695
19695335,113391,35323,6699
19695835,113388,35324,6700
19696335,113388,35325,6697
19696835,113386,35326,6700
19697335,113385,35327,6698
19697835,113383,35328,6699
19698335,113382,35329,6699
19698835,113381,35330,6694
19699335,113379,35330,6693
19699835,113379,35331,6694
19700335,113376,35332,6695
19700835,113375,35333,6698
19701335,113374,35334,6694
19701835,113371,35335,6692
19702335,113370,35336,6699
19702835,113369,35337,6698
19703335,113368,35338,6693
19703835,113367,35339,6697
19704335,113364,35340,6695
19704835,113362,35341,6693
19705335,113362,35342,6695
19705835,113360,35343,6696
19706335,113360,35343,6698
19706835,113358,35344,6694
19707335,113354,35345,6698
19707835,113354,35346,6696
19708335,113353,35347,6695
19708835,113351,35348,6697
19709335,113350,35349,6697
19709835,113349,35350,6698
19710335,113347,35351,6694
19710835,113345,35352,6699
19711335,113346,35353,6697
19711835,113341,35354,6700
19712335,113340,35355,6695
19712835,113338,35356,6695
19713335,113336,35357,6696
19713835,113335,35357,6695
19714335,113333,35358,6699
19714835,113333,35359,6692
19715335,113332,35360,6693
19715835,113328,35361,6698
19716335,113325,35362,6699
19716835,113327,35363,6700
19717335,113325,35364,6700
19717835,113324,35365,6698
19718335,113321,35366,6697
19718835,113319,35367,6696
19719335,113317,35368,6697
19719835,113314,35369,6701
19720335,113312,35370,6699
19720835,113313,35370,6696
19721335,113310,35371,6698
19721835,113309,35372,6698
19722335,113307,35373,6693
19722835,113304,35374,6700
19723335,113305,35375,6695
19723835,113303,35376,6696
19724335,113302,35377,6697
19724835,113299,35378,6696
19725335,113298,35379,6695
19725835,113298,35380,6694
19726335,113296,35381,6696
19726835,113294,35382,6696
19727335,113292,35383,6694
19727835,113291,35383,6693
19728335,113289,35384,6696
19728835,113287,35385,6696
19729335,113284,35386,6695
19729835,113283,35387,6699
19730335,113282,35388,6696
19730835,113282,35389,6696
19731335,113279,35390,6698
19731835,113280,35391,6702
19732335,113277,35392,6700
19732835,113276,35393,6697
19733335,113272,35394,6701
19733835,113271,35395,6700
19734335,113270,35396,6698
19734835,113269,35396,6693
19735335,113267,35397,6700
19735835,113263,35398,6699
19736335,113265,35399,6695
19736835,113263,35400,6696
19737335,113262,35401,6698
19737835,113258,35402,6698
19738335,113255,35403,6697
19738835,113256,35404,6695
19739335,113254,35405,6693
19739835,113254,35406,6694
19740335,113252,35407,6696
19740835,113249,35408,6694
19741335,113249,35409,6699
19741835,113248,35409,6699
19742335,113245,35410,6703
19742835,113243,35411,6696
19743335,113242,35412,6695
19743835,113242,35413,6695
19744335,113239,35414,6693
19744835,113237,35415,6694
19745335,113234,35416,6699
19745835,113234,35417,6697
19746335,113233,35418,6697
19746835,113231,35419,6697
19747335,113229,35420,6700
19747835,113228,35421,6697
19748335,113226,35422,6700
19748835,113225,35422,6695
19749335,113221,35423,6697
19749835,113220,35424,6697
19750335,113218,35425,6698
19750835,113216,35426,6695
19751335,113217,35427,6695
19751835,113213,35428,6696
19752335,113211,35429,6693
19752835,113211,35430,6693
19753335,113207,35431,6695
19753835,113207,35432,6695
19754335,113205,35433,6696
19754835,113204,35434,6698
19755335,113202,35435,6699
19755835,113201,35435,6693
19756335,113200,35436,6696
19756835,113197,35437,6699
19757335,113195,35438,6697
19757835,113195,35439,6697
19758335,113193,35440,6699
19758835,113191,35441,6698
19759335,113190,35442,6698
19759835,113189,35443,6697
19760335,113186,35444,6698
19760835,113185,35445,6695
19761335,113183,35446,6698
19761835,113182,35447,6700
19762335,113181,35448,6694
19762835,113178,35449,6698
19763335,113176,35449,6694
19763835,113175,35450,6699
19764335,113174,35451,6698
19764835,113171,35452,6699
19765335,113171,35453,6697
19765835,113170,35454,6698
19766335,113167,35455,6701
19766835,113168,35456,6696
19767335,113165,35457,6695
19767835,113164,35458,6698
19768335,113161,35459,6701
19768835,113159,35460,6698
19769335,113159,35461,6701
19769835,113156,35462,6696
19770335,113156,35462,6697
19770835,113153,35463,6696
19771335,113154,35464,6697
19771835,113151,35465,6698
19772335,113151,35466,6698
19772835,113149,35467,6696
19773335,113148,35468,6700
19773835,113145,35469,6699
19774335,113143,35470,6694
19774835,113143,35471,6698
19775335,113142,35472,6698
19775835,113139,35473,6696
19776335,113138,35474,6697
19776835,113136,35475,6694
19777335,113133,35475,6693
19777835,113132,35476,6696
19778335,113132,35477,6693
19778835,113130,35478,6695
19779335,113128,35479,6696
19779835,113126,35480,6699
19780335,113125,35481,6700
19780835,113123,35482,6701
19781335,113121,35483,6699
19781835,113119,35484,6698
19782335,113118,35485,6698
19782835,113113,35486,6700
19783335,113114,35487,6695
19783835,113114,35488,6695
19784335,113110,35488,6700
19784835,113109,35489,6698
19785335,113108,35490,6696
19785835,113107,35491,6697
19786335,113105,35492,6697
19786835,113103,35493,6695
19787335,113101,35494,6697
19787835,113099,35495,6697
19788335,113099,35496,6698
19788835,113095,35497,6699
19789335,113095,35498,6699
19789835,113094,35499,6694
19790335,113091,35500,6698
19790835,113090,35501,6695
19791335,113089,35501,6697
19791835,113085,35502,6695
19792335,113084,35503,6699
19792835,113084,35504,6701
19793335,113083,35505,6700
19793835,113082,35506,6697
19794335,113080,35507,6698
19794835,113078,35508,6694
19795335,113077,35509,6695
19795835,113076,35510,6691
19796335,113072,35511,6693
19796835,113072,35512,6693
19797335,113070,35512,6692
19797835,113069,35513,6693
19798335,113067,35514,6691
19798835,113065,35515,6695
19799335,113064,35516,6695
19799835,113062,35517,6691
19800335,113061,35518,6693
19800835,113058,35519,6694
19801335,113057,35520,6697
19801835,113055,35521,6696
19802335,113053,35522,6693
19802835,113052,35523,6696
19803335,113049,35524,6700
19803835,113046,35525,6696
19804335,113046,35525,6698
19804835,113045,35526,6696
19805335,113043,35527,6699
19805835,113041,35528,6698
19806335,113038,35529,6696
19806835,113036,35530,6693
19807525,113033,35531,6692
19808025,113034,35532,6698
19808525,113030,35533,6695
19809025,113030,35534,6698
19809525,113027,35535,6695
19810025,113027,35536,6699
19810525,113028,35537,6695
19811025,113025,35538,6693
19811525,113023,35539,6695
19812025,113021,35540,6698
19812525,113018,35541,6697
19813025,113016,35541,6691
19813525,113017,35542,6697
19814025,113014,35543,6697
19814525,113012,35544,6701
19815025,113012,35545,6696
19815525,113010,35546,6701
19816025,113008,35547,6694
19816525,113007,35548,6697
19817025,113005,35549,6700
19817525,113001,35550,6695
19818025,113000,35551,6695
19818525,112998,35552,6696
19819025,112996,35553,6695
19819525,112995,35554,6699
19820025,112993,35554,6700
19820525,112992,35555,6697
19821025,112990,35556,6698
19821525,112988,35557,6696
19822025,112988,35558,6695
19822525,112985,35559,6699
19823025,112983,35560,6697
19823525,112982,35561,6696
19824025,112983,35562,6698
19824525,112977,35563,6696
19825025,112978,35564,6697
19825525,112974,35565,6693
19826025,112974,35566,6696
19826525,112972,35567,6701
19827025,112971,35567,6695
19827525,112969,35568,6691
19828025,112967,35569,6700
19828525,112966,35570,6697
19829025,112965,35571,6696
19829525,112964,35572,6698
19830025,112962,35573,6700
19830525,112960,35574,6695
19831025,112959,35575,6698
19831525,112957,35576,6697
19832025,112953,35577,6700
19832525,112955,35578,6697
19833025,112951,35579,6695
19833525,112950,35580,6698
19834025,112948,35580,6699
19834525,112945,35581,6698
19835025,112946,35582,6699
19835525,112943,35583,6700
19836025,112943,35584,6700
19836525,112941,35585,6698
19837025,112936,35586,6695
19837525,112936,35587,6701
19838025,112935,35588,6699
19838525,112934,35589,6698
19839025,112931,35590,6698
19839525,112931,35591,6703
19840025,112930,35592,6703
19840525,112924,35593,6702
19841025,112926,35593,6699
19841525,112924,35594,6703
19842025,112922,35595,6699
19842525,112922,35596,6701
19843025,112919,35597,6698
19843525,112917,35598,6697
19844025,112916,35599,6698
19844525,112913,35600,6695
19845025,112912,35601,6698
19845525,112911,35602,6701
19846025,112907,35603,6696
19846525,112905,35604,6699
19847025,112905,35605,6697
19847525,112905,35606,6695
